realSum,room_type,room_shared,room_private,person_capacity,host_is_superhost,multi,biz,cleanliness_rating,guest_satisfaction_overall,bedrooms,dist,metro_dist,attr_index,attr_index_norm,rest_index,rest_index_norm,lng,lat
362.6613984336414,0,0,0,2,0,1,0.0,9.0,91.0,1.0,5.453816659504282,1.061379805197591,217.6590416642402,15.129721517220275,476.1587583611928,8.526019898232814,-0.18361,51.47403
271.87845433806064,0,0,0,3,0,0,1.0,9.0,93.0,1.0,4.193576254010521,0.2815391629288256,360.80251694643454,25.07978332704638,771.9347021222982,13.822134980952464,-0.06841,51.5161
207.4366753686587,1,0,2,2,0,1,0.0,9.0,89.0,1.0,5.943428558358602,1.340659118741772,186.9173433704452,12.992831955476245,432.3922468936474,7.742343989523667,-0.16282,51.45967
156.635856911028,1,0,2,2,0,0,1.0,9.0,92.0,1.0,4.470928278372362,0.310215985,249.4500641677056,17.339550769188985,537.8150271422987,9.630026839715429,-0.12308,51.54841
265.5283520308568,1,0,2,2,0,1,0.0,10.0,100.0,1.0,5.397046247556926,1.4832861886396351,205.17507346431543,14.261947034476483,457.3661381799863,8.189522352421932,-0.15921,51.46404
233.30746254615585,1,0,2,2,0,1,0.0,9.0,92.0,1.0,1.3183785539703647,0.1890044524916749,637.4312831255064,44.29507741630119,1017.9456629748012,18.227166518397688,-0.114,51.5
540.2290741,0,0,0,2,0,0,0.0,10.0,97.0,1.0,1.94185924661006,0.2303811009334698,637.4312831255064,44.29507741630119,1113.718902650623,19.94206629259205,-0.10057,51.51301
466.3797361179708,0,0,0,3,0,0,0.0,8.0,76.0,1.0,3.0598590062604374,1.0736568899535048,349.6907888502941,24.30739477665933,661.1195065270865,11.83789643428975,-0.14869,51.48421
139.70225075848444,1,0,2,2,0,1,0.0,10.0,98.0,1.0,4.765932046,0.9150288606757948,263.5726007529024,18.321223958673983,572.7964601245573,10.25639858745338,-0.18168,51.48203
467.5556809896752,0,0,0,2,2,1,0.0,10.0,96.0,1.0,4.868341578998696,2.1420285161853507,234.66011462483584,16.311484964403622,505.4434565707591,9.050386856236152,-0.16663,51.47202
150.0505656294833,1,0,2,2,0,1,0.0,9.0,91.0,1.0,4.221300828644747,0.5070824751160145,395.1368524474444,27.466401087729253,708.8687254591063,12.692886043513022,-0.067,51.512
265.7635410051977,0,0,0,3,0,0,0.0,10.0,96.0,1.0,4.880109438880514,1.092523167282496,248.225549885364,17.25443342260861,531.7157872956574,9.520814860762156,-0.17925,51.47865
220.3720689574073,1,0,2,4,0,0,0.0,10.0,94.0,1.0,6.856221882696964,0.5275271315557405,179.79900615401888,12.498028436510422,419.9523212789419,7.519596740919956,-0.22097,51.48847
173.5694630635716,1,0,2,2,2,0,1.0,10.0,95.0,1.0,5.5754183786912925,0.6777821808890832,195.31677070077768,13.576685469855374,405.7421415315416,7.265151614885131,-0.12187,51.45834
274.7007220301512,1,0,2,2,2,0,0.0,10.0,99.0,1.0,3.5577921821206435,0.8034982741931799,299.2696098623712,20.802562674007817,688.2012920062463,12.322818401638791,-0.11084,51.53856
181.5658881911616,1,0,2,2,2,0,0.0,9.0,97.0,1.0,6.325159367,2.1420285161853507,178.89000601580295,12.434842828206875,413.1675196996513,7.3981092070779075,-0.17769,51.46089
463.79265740022106,0,0,0,4,0,0,1.0,7.5,71.0,1.0,3.4200873548539272,0.070620554,366.1748841144547,25.45322253048544,872.9442981693643,15.630796085441627,-0.17642,51.51198
259.1782497,1,0,2,2,0,0,0.0,9.0,91.0,1.0,4.290946821090268,0.2956236751495609,300.9069000567088,20.916372532278796,734.4574094381352,13.1510727825865,-0.18848,51.51464
246.2428561349044,0,0,0,2,0,0,1.0,10.0,90.0,1.0,2.151109501307319,0.3984947752711428,449.9400932084321,31.27583516689777,1031.2545194938325,18.465472699921104,-0.10778,51.52323
134.52809332298503,1,0,2,2,0,1,0.0,10.0,94.0,1.0,7.295441043529878,1.393765422270819,164.45799549063872,11.431657761738762,373.6771796,6.691001715226849,-0.22149,51.479040000000005
121.82788870857736,1,0,2,2,0,0,1.0,9.0,93.0,1.0,4.369803795476401,0.1956130561205699,335.3835300351622,23.31288133998961,574.0938295430965,10.279629069479784,-0.06669,51.49825
285.0490369011501,1,0,2,4,2,1,0.0,10.0,96.0,1.0,3.975017113032904,0.9350271924606928,285.1568497076657,19.821569055054944,606.5748374711924,10.861228620147996,-0.13017,51.54401
259.1782497,1,0,2,2,0,0,0.0,10.0,99.0,1.0,4.118599494946343,0.4309408384573054,264.0357541780414,18.35341827,595.1530892064317,10.656712686611211,-0.11026,51.54374
262.9412733131071,1,0,2,2,2,1,0.0,10.0,99.0,1.0,3.787434917964014,0.2597141336199411,321.6324899937208,22.357031287502064,732.3105373639612,13.112631246645073,-0.18043,51.51659
431.33657894117925,1,0,2,2,0,1,0.0,10.0,100.0,1.0,3.226550157168809,0.7870528752449331,333.61530919318625,23.189970347110624,746.3383731468037,13.363811351837915,-0.1214,51.53707
246.2428561349044,1,0,2,2,0,0,1.0,10.0,96.0,1.0,2.5436529591209083,0.3271139064422082,436.3540412774813,30.33145362105387,987.0847853336252,17.674576752431435,-0.163,51.514
652.8845928,0,0,0,6,0,0,1.0,9.0,77.0,1.0,3.415784507131048,0.2115893007888583,358.7719115465124,24.93863369238256,822.4530160769752,14.726707547222524,-0.17458,51.51726
2180.436981114325,0,0,0,6,0,1,0.0,9.0,97.0,1.0,4.953403131,0.6459566620116014,266.2602911,18.50804829916237,560.1000467170793,10.029058710894324,-0.18619,51.48302
318.6810602318963,0,0,0,4,0,0,1.0,8.0,89.0,1.0,6.894329614780837,0.4778304749835748,179.2075406560422,12.456915013410656,421.2420151728536,7.542689786273075,-0.2217,51.48875
656.6476164,0,0,0,4,0,0,1.0,9.0,87.0,1.0,3.3140732912703323,0.1451475062906997,367.2328365,25.52676197622904,870.0465976494805,15.578910339652388,-0.17426,51.51434
269.5265645946518,1,0,2,2,0,0,1.0,9.0,93.0,1.0,0.4489047806983475,0.1362968957968027,637.4312831255064,44.29507741630119,1359.5300565943603,24.340775703783727,-0.1325,51.51089
900.3033937768997,0,0,0,6,0,0,1.0,9.0,85.0,1.0,3.468361587792604,0.1129303565201551,353.32329393000646,24.559894235655914,861.3266489629672,15.422772382075673,-0.17643,51.51464
269.5265645946518,1,0,2,2,0,0,1.0,9.0,92.0,1.0,0.4650755982019845,0.068319445,637.4312831255064,44.29507741630119,1359.5300565943603,24.340775703783727,-0.13324,51.51049
251.1818245960629,0,0,0,2,0,0,0.0,10.0,100.0,1.0,4.710033131827575,1.085874327364084,230.7843881536037,16.042078916585414,479.10209635937895,8.578722821153164,-0.14968,51.46832
262.9412733131071,0,0,0,4,0,0,0.0,9.0,93.0,1.0,4.875280480218721,1.0902735436215445,223.7916984905927,15.556009298485634,470.1407573370467,8.418262568,-0.15129,51.4671
453.44434252922224,0,0,0,6,0,0,1.0,9.0,90.0,1.0,4.4705266799977705,0.1718779995032638,246.343297428246,17.123595965622894,556.6355540406357,9.967024079,-0.10724,51.54646
182.50664408852512,1,0,2,2,0,0,1.0,9.0,91.0,1.0,3.514121157584771,1.0115951957214706,304.87532181951417,21.192221932676045,680.1818334006806,12.17922330348407,-0.1174,51.53927
132.1762035795762,1,0,2,2,2,1,0.0,10.0,99.0,1.0,8.668165290014954,1.665469006437131,134.14612878113428,9.324646270392806,300.27072724596354,5.376597931679616,-0.23248,51.4662
113.83146358098732,1,0,2,2,2,0,0.0,10.0,96.0,1.0,4.874798012982971,0.3753487505443142,220.48729936243868,15.326316848273358,473.2969566894576,8.474776951,-0.13539,51.46479
187.68080152402456,1,0,2,2,0,0,1.0,9.0,92.0,1.0,3.429317076384394,1.0224410918053746,311.97310254468954,21.68559654712396,694.9271822669317,12.44325107916278,-0.11802,51.53857
471.55389355347023,0,0,0,4,0,0,1.0,8.0,81.0,1.0,4.737794551543325,0.2849116659746364,273.9910805698967,19.045424051896216,655.6961209018561,11.740786189136118,-0.19557,51.5114
500.011759448717,0,0,0,4,0,0,1.0,8.0,86.0,1.0,4.594370781562286,0.3216985959234382,282.6379749145861,19.64647927305164,678.3424758645558,12.146288071951338,-0.19355,51.51093
479.31512970671935,0,0,0,4,0,0,1.0,9.0,87.0,1.0,4.696584630798186,0.2499264225994239,277.0893563535117,19.26078863969934,664.7230859826321,11.902421531441355,-0.19503,51.51088
173.5694630635716,1,0,2,3,2,0,1.0,9.0,94.0,1.0,5.461770881745573,0.5715799578495383,199.09950553833167,13.839627566025973,413.1764305798956,7.398268763824349,-0.12132,51.45939
422.39939791622567,1,0,2,4,0,0,1.0,10.0,93.0,1.0,3.499410999684836,1.0143100916380632,306.43958273838484,21.30095544497044,681.5920634264702,12.204474648859613,-0.11809,51.53922
207.4366753686587,1,0,2,2,0,0,0.0,10.0,100.0,1.0,4.722522069280168,1.7096194023307507,246.92349050052005,17.163925829903317,520.8692300137701,9.326598202,-0.17127,51.475840000000005
241.06869869940496,1,0,2,2,0,0,1.0,9.0,91.0,1.0,3.745037230309834,0.2737568570748486,325.71624162387457,22.640897394957555,743.2073841155463,13.307748380585377,-0.17992,51.516290000000005
168.39530562807215,1,0,2,2,0,1,0.0,9.0,94.0,1.0,5.508682716765078,0.572468894,211.9224927162728,14.73096763,470.14887429592005,8.418407909,-0.17248,51.54912
722.9709071,0,0,0,6,0,0,1.0,8.0,77.0,1.0,4.489056640457902,0.4514611330006337,278.81008572199937,19.380398447555987,749.2241073897939,13.415482831454137,-0.19112,51.51556
168.39530562807215,1,0,2,2,0,1,0.0,10.0,90.0,1.0,4.781220482086584,0.2649656119520878,285.0314919370006,19.812855297309437,668.1474000512006,11.963736732251476,-0.19091,51.49157
285.0490369011501,1,0,2,3,2,1,0.0,9.0,95.0,1.0,4.193868427123661,0.7343943606507756,268.9022927460384,18.69169676,574.2230145169513,10.281942234234812,-0.12852,51.54601
213.55158870152167,1,0,2,2,0,1,0.0,10.0,97.0,1.0,4.681156812357796,1.3206831410978832,233.4838748841068,16.229723234779865,482.9387406878486,8.647421139,-0.15277,51.46932
621.8396481572944,0,0,0,6,0,0,1.0,9.0,95.0,1.0,4.817957339440462,0.8717368939557886,260.68328791467513,18.12038461708605,562.5540492800524,10.072999674522157,-0.18223,51.48171
176.1565417813213,1,0,2,2,0,1,0.0,9.0,92.0,1.0,4.742453512981287,1.8680387212040608,244.6795166198821,17.007944715374933,512.1305129115875,9.170124180020204,-0.16949,51.47471
414.63816176297655,0,0,0,4,2,0,1.0,10.0,94.0,1.0,3.249953452084374,0.8534332722583933,327.83712078088416,22.788322058651204,733.0638496466662,13.126119931666915,-0.11829,51.53696
250.2410686986994,1,0,2,2,0,1,0.0,9.0,88.0,1.0,2.6513019489889698,0.3063917770776077,402.08991804764594,27.94971639325325,968.2685000619322,17.33765546,-0.12044,51.53174
116.65373127307792,1,0,2,3,0,0,1.0,10.0,94.0,1.0,7.864855269,1.2905782233379066,172.6487432221258,12.001005725635284,342.06440694908684,6.124948641421049,-0.01731,51.49204
238.48161998165529,0,0,0,2,0,0,1.0,9.0,94.0,1.0,3.840178694185299,0.4925502028991297,322.89155969797247,22.444550619804748,920.8775325359326,16.489080644571825,-0.08,51.526
292.8102730543992,1,0,2,2,0,0,0.0,10.0,94.0,1.0,4.103170453015978,0.1226789330111886,313.1756770330203,21.76918883427657,789.2151951,14.131556627910566,-0.18638,51.51156
265.5283520308568,1,0,2,2,2,0,0.0,10.0,98.0,1.0,4.6061701824667125,1.068866112579483,272.5340671503305,18.944145432288515,598.0332833657701,10.708284966406737,-0.17965,51.48274
742.2564030198264,0,0,0,5,0,0,1.0,9.0,87.0,1.0,3.373909983101808,0.069649324,361.5164174853272,25.129407345703516,902.3587468924107,16.15748633,-0.17496,51.51487
463.79265740022106,0,0,0,2,0,0,0.0,10.0,95.0,1.0,3.633526061047577,0.2335189413976021,337.53376992788435,23.46234690100356,781.5453309492605,13.994221309670277,-0.17872,51.51506
269.5265645946518,0,0,0,2,2,0,0.0,10.0,100.0,1.0,6.021148478936313,1.6604482997827892,190.80868582094007,13.26332348734169,430.7505706429896,7.7129484063619955,-0.18206,51.46627
413.4622168912721,0,0,0,3,0,1,0.0,9.0,88.0,1.0,4.804100534766472,0.1878794993823635,271.9123410372483,18.90092856025327,660.5898883,11.828413177692854,-0.1966,51.510670000000005
217.7849902396576,0,0,0,2,0,0,1.0,9.0,88.0,1.0,4.047867488247193,0.2734910242188821,309.75896069987334,21.531689090509456,741.4072153078159,13.275514855935503,-0.18517,51.51371
155.69510101366447,1,0,2,2,2,0,1.0,9.0,96.0,1.0,4.568669890497661,0.034659445,312.4321631420702,21.71750635865668,546.8254430067908,9.79136585449364,-0.06394,51.49775
212.61083280415812,0,0,0,2,0,0,1.0,8.0,81.0,1.0,3.849038350781976,0.3172277931735388,333.63038301066143,23.191018144890386,774.2412027386899,13.863434799144036,-0.18277,51.51109
489.66344457771817,0,0,0,4,0,0,1.0,9.0,84.0,1.0,1.5737557686481316,0.1060811374766016,554.6412412296312,38.553728150262216,1132.6739672379886,20.28147254104664,-0.10998,51.51729
212.61083280415812,1,0,2,2,2,1,0.0,10.0,95.0,1.0,2.99569575,0.2605506247069702,407.84292670810953,28.349614409221,805.4676200142461,14.422569857287726,-0.16203,51.52448
220.1368799830664,1,0,2,2,2,0,0.0,10.0,99.0,1.0,7.160289863373891,0.7327187406104583,172.9356533,12.020949165923218,363.7737496722234,6.513672538198799,-0.0317,51.53216
137.3503610150756,1,0,2,3,0,1,0.0,10.0,94.0,1.0,7.311728294636016,1.4002291526326511,164.0589657857998,11.403920764161494,372.7448918810117,6.674308325399808,-0.22176,51.47905
1023.5424163315224,0,0,0,4,0,0,1.0,10.0,96.0,1.0,4.542542363054968,0.3207955124514058,287.6399974387305,19.99417540933212,699.1023166158446,12.518010343613028,-0.19286,51.51028
515.5342317552153,0,0,0,2,0,0,1.0,9.0,100.0,1.0,4.603222985,0.4443081512351205,271.23894814271915,18.85412027290623,662.0461473339742,11.854488711170742,-0.19256,51.51633
197.08836049765983,1,0,2,2,0,0,0.0,10.0,98.0,1.0,7.428686449,0.7613575078650824,149.37326533465694,10.38310142942484,323.652472565568,5.795267592480307,-0.14108,51.4421
129.3539358874856,1,0,2,2,0,0,1.0,7.5,86.0,1.0,4.334524762612874,0.430195811,349.4446196506689,24.29028328242519,706.8738089191401,12.657165398210592,-0.06601,51.51502
230.7203838284061,1,0,2,2,2,0,0.0,10.0,100.0,1.0,3.3471861347210656,0.2414055472005217,363.9891179,25.301287495975384,856.0049163516907,15.32748231896105,-0.0861,51.52373
489.66344457771817,0,0,0,5,0,0,1.0,8.0,89.0,1.0,4.068366563972471,0.2390352530973728,309.2158291704354,21.493935415197896,749.1804847,13.414701730713205,-0.18552,51.51349
725.3227968672828,0,0,0,6,0,1,0.0,8.0,86.0,1.0,3.609361266862342,0.2277427804569265,340.2179839697948,23.648929597666186,792.0361099212478,14.18206746117439,-0.17848,51.51471
166.04341588466332,1,0,2,2,0,1,0.0,9.0,95.0,1.0,5.940779870437727,1.2818396752016918,186.81405223501991,12.985652074033084,425.6770784350442,7.622103294812753,-0.16201,51.45947
475.3169171429244,0,0,0,4,0,0,0.0,9.0,93.0,1.0,4.351527769822104,0.1382127758595115,251.90271394722788,17.51003717701158,571.9201592155276,10.240707688449568,-0.10677,51.54523
2979.6091159246453,0,0,0,6,0,1,0.0,10.0,100.0,1.0,4.496560489912169,0.1560689203315792,245.12407883143868,17.038846728020506,573.3696550048022,10.26666212008555,-0.10276,51.54567
615.2543568757496,0,0,0,4,0,1,0.0,9.0,85.0,1.0,3.279289802530112,0.8942842235329933,324.47774647772934,22.554808223019958,726.1256817039008,13.00188624511058,-0.1176,51.53714
915.3554881347162,0,0,0,6,2,0,1.0,10.0,98.0,1.0,4.555611565,1.5239266706318089,260.8622582340768,18.132825042586827,550.9171451473798,9.864631195634002,-0.17292,51.47878
176.1565417813213,1,0,2,2,2,1,0.0,10.0,98.0,1.0,4.314711377595106,0.7064370498428502,266.0076004366085,18.49048349,562.6865343,10.075371928929409,-0.132,51.547
170.04162844845834,1,0,2,2,2,1,0.0,10.0,99.0,1.0,5.859815408360622,0.4522389707090808,214.86680628498416,14.935630137530008,457.3004092637396,8.188345421329164,-0.05033,51.52965
134.52809332298503,1,0,2,2,0,0,0.0,10.0,99.0,1.0,5.694509253887055,1.2659587914371275,205.68662440703068,14.297505508160718,451.3869087612237,8.082459260322304,-0.18406,51.47127
492.25052329546793,0,0,0,4,2,0,1.0,10.0,95.0,1.0,3.3598185133650538,0.9768809436670208,317.0516799103315,22.038614095388045,708.9725995301378,12.694745995432363,-0.11708,51.53781
660.8810179,0,0,0,6,0,0,1.0,10.0,100.0,1.0,6.927924156441559,0.7614152265929656,175.58648921237375,12.205211709365312,408.20340380363007,7.309222569662524,-0.22,51.485
297.74924151555774,0,0,0,2,0,0,1.0,9.0,80.0,1.0,3.708293672814903,0.8232279879156397,290.6506018154445,20.203445860354645,645.1091234248222,11.551217165009795,-0.117,51.541
269.5265645946518,1,0,2,2,0,0,1.0,9.0,95.0,1.0,0.4397416425229253,0.1316476605134861,637.4312831255064,44.29507741630119,1359.5300565943603,24.340775703783727,-0.13246,51.51079
233.30746254615585,1,0,2,2,2,0,0.0,10.0,95.0,1.0,5.074421495747108,0.6764136209425203,249.34712485864043,17.33239534358653,539.5701563,9.661453892683245,-0.18495,51.480140000000006
382.1820833039347,0,0,0,4,0,1,0.0,9.0,90.0,1.0,3.0381450116878077,0.618661291,354.4721711313533,24.63975396480365,798.7896732944938,14.302995648870548,-0.12044,51.53527
167.2193607563677,1,0,2,2,0,0,0.0,10.0,95.0,1.0,4.205234046720232,0.3436332291107697,350.5126657967712,24.364524355226543,780.4852381377646,13.97523946,-0.06871,51.51739
158.0469907570733,1,0,2,2,2,0,1.0,9.0,94.0,1.0,5.6395871278239165,0.7043935698967608,193.36199529553707,13.440806862268632,401.53662840839314,7.189848393132682,-0.12147,51.45778
437.921870222724,0,0,0,4,0,0,1.0,10.0,90.0,1.0,4.300922424368983,0.2097971708251068,285.7888862691784,19.86550261780185,688.8849708650189,12.33506024209965,-0.18777,51.51729
334.2035325383946,1,0,2,3,0,0,1.0,10.0,97.0,1.0,3.354134581,0.9266422942330608,319.7534973118084,22.226420421108177,711.2558469516468,12.735629445765978,-0.11978,51.53808
172.39351819186717,1,0,2,2,0,1,0.0,10.0,87.0,1.0,4.744970249760348,1.4689365642957606,231.67135912110524,16.10373325278735,480.8126228036163,8.609351224482792,-0.15538,51.46939
305.7456666431478,0,0,0,3,0,0,0.0,9.0,89.0,1.0,4.862380762834417,0.7266722841521499,266.30772021081845,18.51134514729171,572.7960174079362,10.256390660242856,-0.18594,51.48425
170.98238434582186,1,0,2,2,0,1,0.0,9.0,91.0,1.0,4.705825907108197,1.9881589053254607,248.94768050385747,17.304629523231522,511.450335118181,9.157945029056188,-0.16786,51.47435
699.4520096897858,0,0,0,4,0,0,0.0,9.0,93.0,1.0,3.507922378081436,0.1579482609937449,349.81744310155665,24.316198654209845,831.6139990978022,14.89074259257539,-0.17707,51.51446
272.1136433124015,1,0,2,2,0,1,0.0,10.0,100.0,1.0,5.255891692110074,1.059751103,208.53788280501664,14.495699643379364,443.89747716115073,7.948354737980959,-0.15305,51.46386
164.63228203861803,1,0,2,2,0,0,0.0,9.0,90.0,1.0,5.996709751316786,1.998828891453718,189.94686224695272,13.20341717,420.49718546466175,7.529352988826159,-0.17798,51.4646
187.68080152402456,1,0,2,2,0,1,0.0,10.0,95.0,1.0,7.347811237593233,1.387946176769311,163.2921183603023,11.350616348662545,369.1830716075294,6.610530961248914,-0.22143,51.47793
187.91599049836543,1,0,2,3,0,1,0.0,10.0,94.0,1.0,3.681779426264368,0.8374367220275689,292.76820785257576,20.35064300585345,648.9422043637419,11.619851677728295,-0.1176,51.54083
163.22114819257274,1,0,2,2,0,0,1.0,9.0,89.0,1.0,3.946092666363445,0.5581209875719492,359.9041665969838,25.017337997377727,920.0409707916074,16.474101308472317,-0.07474,51.5215
661.8217737952444,0,0,0,2,0,0,1.0,10.0,100.0,1.0,4.677384851015879,0.3651776996430013,276.0631052381006,19.189452785860297,663.445271,11.879541188114274,-0.19463,51.51193
148.87462075777887,1,0,2,2,2,1,0.0,10.0,98.0,1.0,4.314704555064695,0.7064392645040547,266.0080734764593,18.490516370275444,562.6874394765063,10.07538813729686,-0.132,51.547
177.3324866530257,1,0,2,2,0,0,1.0,9.0,91.0,1.0,4.159935139491664,0.5991263568866959,351.6910666871107,24.446436308757903,895.3065416217671,16.03121071458867,-0.07087,51.52052
168.39530562807215,1,0,2,2,0,0,0.0,10.0,97.0,1.0,4.845131473204351,1.8936332690808064,238.84124779293944,16.60212017062402,503.0254487199459,9.007090407965263,-0.16977,51.47368
344.5518474093935,0,0,0,2,2,0,0.0,10.0,96.0,1.0,5.918239910906647,1.380694867,187.80045002869727,13.054217679254116,441.4768902721581,7.905012109879392,-0.16314,51.46001
165.80822691032245,1,0,2,2,0,1,0.0,9.0,88.0,1.0,2.7654636289797323,0.4224490497132314,407.5237921199897,28.32743100986461,936.1275699821784,16.76214529041177,-0.16507,51.5166
148.87462075777887,1,0,2,2,0,0,1.0,10.0,91.0,1.0,4.016495313858639,0.6470732160254886,344.5141734394488,23.947562495082632,861.6457194017936,15.428485604530584,-0.07423,51.52239
452.03320868317695,0,0,0,4,0,0,1.0,8.0,78.0,1.0,3.578647760166389,0.2286292113927132,350.49165180477326,24.363063649324037,844.7895442253907,15.126661722393584,-0.17867,51.512240000000006
243.6557774171547,0,0,0,2,2,0,1.0,9.0,96.0,1.0,3.840206366627755,0.4925828351334784,322.8903937083128,22.444469570569638,920.8659753289908,16.488873703137642,-0.08,51.526
243.6557774171547,0,0,0,2,2,0,1.0,10.0,96.0,1.0,3.840179512552354,0.4925595622335419,322.8924341671015,22.444611405124284,920.8560233702387,16.488695505011798,-0.08,51.526
583.0334673910487,0,0,0,4,0,0,0.0,8.0,84.0,1.0,5.533388042031123,1.7564766211523182,207.99215480230345,14.45776548432919,454.30631466150953,8.134733659059656,-0.17697,51.46934
